"","lyftdf1","id"
"586","In Fort Worth, Texas ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","586"
"587","Going to Citizens Bank Park ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/n97QNGfTK4  #uber #Lyft","587"
"588","Want a free ride to CenturyLink Field ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","588"
"589","On the way to North Hills inRaleigh? Go free w/ 10 Free Lyft rides Use Lyft Coupon Code COAX #shopping #store #mall #Lyft","589"
"590","RT @PersonAwake: #FreeMason #Lyft #Uber driver.  No thanks. I'll walk. https://t.co/PySmeYkHmy","590"
"591","Visiting Dallas ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free","591"
"592","In New York City, New York ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","592"
"593","Going to Kenan Memorial Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/n97QNGfTK4  #uber #Lyft","593"
"594","Going to Memorial Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/AVSAqJwsT4  #uber #Lyft","594"
"595","Calling all Yale Bulldogs football fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","595"
"596","#Lyft is easy to use for a free rides. Get Lyft this eve &amp; use promo code ZOOT https://t.co/P4lu4KzUvU #nyc","596"
"597","Going to Dowdy-Ficklen Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/HPJWPYUn5Q  #uber #Lyft","597"
"598","Just had a lyft passenger say ""Nobody in California says San Rafael in Spanish its San Rafell"". She referred to 30%‚Ä¶ https://t.co/SfRM8RK5Ze","598"
"599","Mercedes cars are really crappy inside. My car has more room and a lot more going for it. Plus the driver was RUDE‚Ä¶ https://t.co/aAL5Dvfm7p","599"
"600","In Evanston, Illinois ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","600"
"601","You're DRUNK &amp; need a ride! #FREE #Lyft code! SCOTT2253 #promocode #ridershare https://t.co/JmWyyWoX54 #uber https://t.co/c3J5n4GW9i","601"
"602","In Washington, D.C. ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","602"
"603","Off to the transit station? Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code PIP #train #bus #uber #Lyft","603"
"604","RT @IoDrew: Decided to occasionally drive #lyft in my spare time @somafm Driver details asked for music taste :) https://t.co/VUYmkG5Ndq","604"
"605","@lyft @AskLyft #Antisemitism in #Lyft tonight. I was terrified. https://t.co/cunsJRDGvt","605"
"606","Calling all Penn Quakers football fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","606"
"607","Want a free ride to Rose Bowl ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","607"
"608","RT @SeddikJamai: ‚ÄúStopping fraudsters by changing products‚Äù #Lyft strategy by @stk https://t.co/rWfdLyO6BK","608"
"609","Going to Gillette Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/1P0CxA8JrM  #uber #Lyft","609"
"610","RT @IoDrew: Decided to occasionally drive #lyft in my spare time @somafm Driver details asked for music taste :) https://t.co/VUYmkG5Ndq","610"
"611","RT @UltraLyft: Thank you @johnzimmer and the #lyft team for celebrating drivers at the Lyft 2012 Driver Reunion / Holiday Party earlier thi‚Ä¶","611"
"612","@lyft Our site strongly promotes using #Lyft when using #cannabis and just wanted to share a recent post that shows‚Ä¶ https://t.co/Vjcx9GQTS5","612"
"613","Walking around San Diego and need a taxi? Get 10 free rides w/ Lyft Promo Code:  OATH #limo #cab #Lyft #uber","613"
"614","Going to Chase Field ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/kOh7JgC2gE  #uber #Lyft","614"
"615","LOVE NYC free w/ #Lyft 10 Free Taxi rides #NYC #Broadway #theatre #timessquare  -Get Lyft and Use code ZOOT","615"
"616","I just want to thank #Lyft for pronouncing my name right for the 1st time, tonight.

My driver John was vigilant wh‚Ä¶ https://t.co/Kc8pY1npAE","616"
"617","Going to Aloha Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/n97QNGfTK4  #uber #Lyft","617"
"618","Unexpected outcomes of #disruption  - its not just car cos grappling with lower sales but also airports now losing‚Ä¶ https://t.co/TO22qRvtAP","618"
"619","On the way to Valley Hills Malin Hickory? Go free w/ 10 Free Lyft rides Enter Lyft Promo Code COAX #shopping #store #mall #Lyft","619"
"620","Going to Newburgh Malin Newburgh? Download Lyft app &amp; go free Use Lyft Promo Code COAX #mall #store #shop #Lyft #shopping","620"
"621","Going to CenturyLink Field ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/CmDXUPrKIx  #uber #Lyft","621"
"622","Going to Jack Trice Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/kOh7JgC2gE  #uber #Lyft","622"
"623","‚ÄúStopping fraudsters by changing products‚Äù #Lyft strategy by @stk https://t.co/rWfdLyO6BK","623"
"624","Want a free ride to Spartan Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","624"
"625","RT @MenteDinero: Get the best ride in town. Sign up for Lyft for welcoming, affordable rides in minutes. https://t.co/zoM9E2ZWKP #lyft #rid‚Ä¶","625"
"626","Get the best ride in town. Sign up for Lyft for welcoming, affordable rides in minutes. https://t.co/zoM9E2ZWKP‚Ä¶ https://t.co/yUNMWU5Jtu","626"
"627","Going to Folsom Field ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/CmDXUPrKIx  #uber #Lyft","627"
"628","On the way to North Hills inRaleigh? Go free w/ 10 Free Lyft rides Use Lyft Coupon Code COAX #shopping #store #mall #Lyft","628"
"629","Ride to the SEPTA station? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE PIX #train #bus #uber #Lyft","629"
"630","RT @UltraLyft: Thank you @johnzimmer and the #lyft team for celebrating drivers at the Lyft 2012 Driver Reunion / Holiday Party earlier thi‚Ä¶","630"
"631","If you want to take a #FREE ride or food with #Uber Ì†ΩÌ∫ò or #LyftÌ†ºÌæà

I HAVE #PROMO #CODES FOR YOU

#UberEATSÌ†ºÌΩΩ: UE-SARAH‚Ä¶ https://t.co/tvPjJYnCeW","631"
"632","Headin' to Liberty Bowl Memorial Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","632"
"633","Love Fuddruckers? Get there free w/ Lyft - $50 credit Use Lyft Promo Code COAX #food #restaurant #foodie #grub #Lyft #uber #date","633"
"634","Calling all UTSA Roadrunners football fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","634"
"635","Ride to the Tren Urbano station? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE PIX #train #bus #uber #Lyft","635"
"636","Love Taco John's? Get to it free with Lyft ($50 Lyft credit) New Lyft Promo code: NUMB #gift #Lyft #uber #taxi #food #restaurant #cab","636"
"637","No car? Take a ride for free w the LYFT app. Use credit code LICK for free rides credit. #car #rides #Lyft #LINX #mechanic #carproblems","637"
"638","In Memphis, Tennessee ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","638"
"639","Calling all Baltimore Orioles fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","639"
"640","Going to Gateway Center in Brooklyn? Go free w/ 10 Free Lyft rides Use Lyft Promo Code COAX #shopping #store #mall #Lyft","640"
"641","Want a free taxi ride to Michigan Stadium ? Go w/ Lyft - 10 free rides for new users w/ Promo CODE LICK #freeLyft #Lyft #stadium #uber","641"
"642","Thank you @johnzimmer and the #lyft team for celebrating drivers at the Lyft 2012 Driver Reunion / Holiday Party ea‚Ä¶ https://t.co/hCA2DBw9D0","642"
"643","Make great #money driving with #Lyft and get a sign up bonus with this #exclusive link! https://t.co/XyfOnk0ko4","643"
"644","Walking around Honolulu and need a taxi? Get 10 free rides w/ Lyft Promo Code:  OATH #limo #cab #Lyft #uber","644"
"645","In Houston, Texas ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","645"
"646","The effect of ride-hailing services like #Lyft and #Uber on #Airport revenue, and their creative responses. https://t.co/QKSVzGQNBO","646"
"647","Want a free ride to Cotton Bowl ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","647"
"648","Going to Citizens Bank Park ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/SD7LiT0alq  #uber #Lyft","648"
"649","Waited in the cold for my #Lyft driver this morning... Once he arrives, he sees where I'm traveling, tells me he's‚Ä¶ https://t.co/w8hjuUqdWT","649"
"650","From #vegas to #lax, #dc to #nj, #lyft has got you covered.  Claim ur 10 Free rides today - Use code ZOOT https://t.co/PiFOqc0t7x","650"
"651","Love Bruegger's? Get there free w/ Lyft - $50 credit Use Lyft Promo Code COAX #food #restaurant #foodie #grub #Lyft #uber #date","651"
"652","If you want to take a #FREE ride or food with #Uber Ì†ΩÌ∫ò or #LyftÌ†ºÌæà

I HAVE #PROMO #CODES FOR YOU

#UberEATSÌ†ºÌΩΩ: UE-SARAH‚Ä¶ https://t.co/L6Z8vOVDIR","652"
"653","Heading to Westfield Meriden inMeriden? Go free w/ 10 Free Lyft rides Enter Lyft Promo Code COAX #shopping #store #mall #Lyft","653"
"654","Going to AT&amp;T Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/CmDXUPrKIx  #uber #Lyft","654"
"655","RT @LasVegasBowl: For fans coming to the #LVBowl, @LyftVegas is offering a $25 credit to new customers with this promo code: #Lyft https://‚Ä¶","655"
"656","Calling all Cincinnati Reds fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","656"
"657","In Chestnut Hill, Massachusetts ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","657"
"658","Going to Falcon Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/AVSAqJwsT4  #uber #Lyft","658"
"659","Calling all Memphis Tigers football fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","659"
"660","Headin' to Independence Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","660"
"661","Going to Camp Creek in Oxford, Maine? Get there free w/ Lyft! 10 Free Lyfts with Lyft Promo Code DUSK #uber #Lyft #music #Bash #dance","661"
"662","Going to Rose Bowl ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/AVSAqJwsT4  #uber #Lyft","662"
"663","Want a free ride to MetLife Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","663"
"664","Walking around Milwaukee and need a taxi? Get 10 free rides w/ Lyft Promo Code:  OATH #limo #cab #Lyft #uber","664"
"665","RT @LilLoniLegend: #SundayFunday thanks #Lyft #titty #flash #lol https://t.co/3UBB0NOiPe","665"
"666","Want a free ride to AT&amp;T Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","666"
"667","Big #Lyft Driver #Bonuses: New Jersey $750, Nashville $750, Albany $500 New Driver Bonus https://t.co/uPXHEsXc24 Ge‚Ä¶ https://t.co/B2nqRv666v","667"
"668","Want a free taxi ride to Sports Authority Field at Mile High ? Go w/ Lyft - $50 Lyft credit for new users w/ code: LICK #freeLyft #Lyft #st","668"
"669","Going to Eastview Malin Victor? Get there free w/ $50 Free Lyft Credit Use Lyft Promo Code DUSK #mall #store #shop #Lyft","669"
"670","Going to Carrier Dome ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/4w0mp3YpP9  #uber #Lyft","670"
"671","In Washington, D.C. ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","671"
"672","Going to EverBank Field ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/4w0mp3YpP9  #uber #Lyft","672"
"673","Ride to the Tren Urbano station? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE PIX #train #bus #uber #Lyft","673"
"674","Headin' to Mercedes-Benz Superdome ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","674"
"675","Walking around Santa Barbara and need a taxi? Get 10 free rides w/ Lyft Promo Code:  OATH #limo #cab #Lyft #uber","675"
"676","Worst Lyft ride ever! Driver got upset when I told him to stop taking the long way around, stay on 76. He stopped,‚Ä¶ https://t.co/AmVY8AdqUd","676"
"677","On your way to #caltrainsf station? Forget #Lyft &amp; use #lyft. $50 free for Lyft https://t.co/PiFOqc0t7x #Caltrain","677"
"678","Heading to Estrella Falls inGoodyear? Get there free w/ $50 Free Lyft Credit Use Lyft Promo Code DUSK #mall #store #shop #Lyft","678"
"679","Headin' to Papa John's Cardinal Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","679"
"680","Going to Los Angeles Memorial Coliseum ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/kOh7JgC2gE  #uber #Lyft","680"
"681","Walking around Oklahoma City and need a taxi? Get 10 free rides w/ Lyft Promo Code:  OATH #limo #cab #Lyft #uber","681"
"682","Want a free ride to Spartan Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","682"
"683","Want up to $20 in free ride credit on #Lyft Download now with my link. https://t.co/bRlfqUEY20","683"
"684","Going to Ohio Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/n97QNGfTK4  #uber #Lyft","684"
"685","Calling all Georgia Bulldogs football fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","685"
"686","Going to Safeco Field ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/AVSAqJwsT4  #uber #Lyft","686"
"687","'tis the season to get tacky, #RVA! Get in the holiday spirit with an affordable Tacky Light Tour today! Learn more‚Ä¶ https://t.co/gpHDPPe1ub","687"
"688","Lyft 2017 express drive Review
https://t.co/3qJGI4nSGy
#lyft 
#lyftexpress 
#uberlease 
#uber 
#lyftexpressdrive
#rideshare 
#lyftreview","688"
"689","Lyft 2017 express drive Review
https://t.co/j6MUe00wb7
#lyft 
#lyftexpress 
#uberlease 
#uber 
#lyftexpressdrive
#rideshare 
#lyftreview","689"
"690","Lyft 2017 express drive Review
https://t.co/gEGVTZuvGh
#lyft 
#lyftexpress 
#uberlease 
#uber 
#lyftexpressdrive
#rideshare 
#lyftreview","690"
"691","Lyft 2017 express drive Review
https://t.co/mGKUJnEpaW
#lyft 
#lyftexpress 
#uberlease 
#uber 
#lyftexpressdrive
#rideshare 
#lyftreview","691"
"692","Lyft 2017 express drive Review
https://t.co/dSwL95fray
#lyft 
#lyftexpress 
#uberlease 
#uber 
#lyftexpressdrive
#rideshare 
#lyftreview","692"
"693","Going to Eastview Malin Victor? Get there free w/ $50 Free Lyft Credit Use Lyft Promo Code DUSK #mall #store #shop #Lyft","693"
"694","Want a free ride to FirstEnergy Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","694"
"695","Want a free ride to Georgia Dome ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","695"
"696","Have you thought about rideshare or delivery driving to earn extra money? It's actually pretty fun, and can earn yo‚Ä¶ https://t.co/Ot3DNJtqVH","696"
"697","Headin' to Rangers Ballpark in Arlington ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","697"
"698","Going to Northpark Malin Joplin? Go free w/ 10 Free Lyft rides Enter Lyft Promo Code COAX #shopping #store #mall #Lyft","698"
"699","Want a free ride to Rose Bowl ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","699"
"700","Calling all Syracuse Orange football fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","700"
"701","Going to Southland Malin Houma? Go 100% free w/ $50 Free Lyft Credit Use Lyft Coupon Code ZOOT #shops #shopping #shop #Lyft #store","701"
"702","Ride to the New York City Subway station? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE PIX #train #bus #uber #Lyft","702"
"703","Going to Lane Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/4w0mp3YpP9  #uber #Lyft","703"
"704","Want a free taxi ride to Qualcomm Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ code: LICK #freeLyft #Lyft #stadium #uber","704"
"705","Every #Lyft I've ever been in has smelt like farts or dead bodies and it really makes me miss #uber","705"
"706","I was doing Lyft . And a girl behind me was sitting down . I was like look ahead There is a car with reinder horns.‚Ä¶ https://t.co/xg3IbsAjvc","706"
"707","Visiting Madison ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free","707"
"708","Heading to Desert Sky Malin Phoenix? Go 100% free w/ $50 Free Lyft Credit TEN Free Rides w/ Lyft Code ZOOT #shops #shopping #shop #Lyft","708"
"709","We need a decentralized #Blockchain powered version of #Uber/#Lyft which will obviate the need for paying a large c‚Ä¶ https://t.co/6E5FYKRGi2","709"
"710","Really tired of #Uber app telling me that my car is 3 minutes away, only to have the car actually show up 10+ minut‚Ä¶ https://t.co/doIMVKRgqM","710"
"711","#TheLastJedi  Fans! Catch A Ride W/ #Lyft¬† #Free First Time Rider Credit W/ Code DEC2017 (aff)‚Ä¶ https://t.co/Xvm4f1kq47","711"
"712","Going to Scott Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/CmDXUPrKIx  #uber #Lyft","712"
"713","Want a free ride to Dowdy-Ficklen Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium","713"
"714","Headin' to Michigan Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","714"
"715","RT @YorkUnews: .@Lyft vs @Uber? 2 ride-hailing services start Canadian battle on Toronto streets. Marketing expert @everesiu says #Lyft is‚Ä¶","715"
"716","Love Damon's Grill? Get to it free with Lyft ($50 Lyft credit) New Lyft Promo code: NUMB #gift #Lyft #uber #taxi #food #restaurant #cab","716"
"717","Calling all Washington Nationals fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","717"
"718","In Phoenix, Arizona ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","718"
"719","Heading to Mesa Riverview inMesa? Go free w/ 10 Free Lyft rides Use Lyft Promo Code COAX #shopping #store #mall #Lyft","719"
"720","Want a free ride to Alumni Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","720"
"721","Decided to occasionally drive #lyft in my spare time @somafm Driver details asked for music taste :) https://t.co/VUYmkG5Ndq","721"
"722","Going to Ross Ade Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/P3SP1vQ6Oo  #uber #Lyft","722"
"723","It's December 14, 2017 at 10:00PM, time to head out! Don't drive drunk, catch a #lyft! It's free here:‚Ä¶ https://t.co/6gH5GUrCPl","723"
"724","Let's HEAD TO THE #BAR! #FREE #Lyft code! SCOTT2253 #promocode #ridershare https://t.co/JmWyyWoX54 #uber https://t.co/l17UySNkB9","724"
"725","Lyft for free !!LYFT!! Get a free Lyft rides in minutes. Download Lyft &amp; use promo code ZOOT https://t.co/P4lu4KzUvU #Lyft #lyftfree","725"
"726","RT @FresnoBee: ‚ÄòI‚Äôll blast you‚Äô: #Lyft driver pulled a gun on passengers after taking a wrong turn, suit says https://t.co/fOZOnwKDPr","726"
"727","Fuck @lyft @AskLyft  you fucking woke me up Monday morning to an email informing me I‚Äôd been hit by $150 for DAMAGE‚Ä¶ https://t.co/AZsoOpTyVG","727"
"728","Introducing the Brand New Bellhop App: https://t.co/nBKAQQojLK - #RideSharing #Uber #Lyft #Taxi","728"
"729","El Dorado County and #Lyft team up to keep people safe this holiday season https://t.co/WI3EVQJJPg #rideshare #ridesharing","729"
"730","I'm have been an avid user of #Lyft #via but not Uber- Any recommendations for better pricing carpools?  plz send hook me up.","730"
"731","Visiting Los Angeles ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free","731"
"732","Going to Husky Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/rQ9ITj1pA8  #uber #Lyft","732"
"733","#lyft must be trying to increase the revenue for shareholders on the backs of New Yorkers #pricegouge","733"
"734","Going to Sun Life Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/SD7LiT0alq  #uber #Lyft","734"
"735","@KnitsforLife @johalSF @lyft @ishknits @AlexReynoso_ @Sameshit Great great job!!  #Lyft","735"
"736","#Haight #Ashbury #HaightAshbury #SF #lyft is easy to use! Get there free w/code ZOOT https://t.co/TYOS0IyTER","736"
"737","Want a free ride to LaVell Edwards Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #u","737"
"738","Want a free ride to Ladd Peebles Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","738"
"739","Screw Lyft, Use #Lyft and get a free rides in minutes. 10 FREE LYFT rides if you use promo code ZOOT","739"
"740","Want a free ride to Kauffman Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","740"
"741","On the way to Mayberry Malin Mount Airy? Download Lyft app &amp; go free Enter Lyft Promo Code COAX #mall #store #shop #Lyft #shopping","741"
"742","Going to Lucas Oil Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/SD7LiT0alq  #uber #Lyft","742"
"743","Going to Memorial Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/4w0mp3YpP9  #uber #Lyft","743"
"744","Going to Darrell K Royal Texas Memorial Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX‚Ä¶ https://t.co/cnca1n8dKG","744"
"745","Love Boston Market? Get to it free with Lyft ($50 Lyft credit) New Lyft Promo code: NUMB #gift #Lyft #uber #taxi #food #restaurant #cab","745"
"746","Going to The Mall at Whitney Field in Leominster? Go free w/ 10 Free Lyft rides Use Lyft Coupon Code COAX #shopping #store #mall #Lyft","746"
"747","#Lyft is just as bad as the #MTA- over pricing rides. Every Newyorker needs to get an electric bikes","747"
"748","tonight's conversation with Uber.  oopsie.

just kidding, I only use Lyft.

#uber #lyft #emo https://t.co/9usWLwILZR","748"
"749","Walking around Napa and Sonoma County and need a taxi? Get 10 free rides w/ Lyft Promo Code:  OATH #limo #cab #Lyft #uber","749"
"750","#Lyft makes #Toronto debut, still eyeing Vancouver despite uncertainty - https://t.co/xvFr1uJLPe #vanre #vanpoli #bcpoli","750"
"751","‚ÄòI‚Äôll blast you‚Äô: #Lyft driver pulled a gun on passengers after taking a wrong turn, suit says https://t.co/fOZOnwKDPr","751"
"752","Lyft Lines are adding a whole new social aspect. Tonight the guy in the backseat was hitting on the other passenger‚Ä¶ https://t.co/gvIHjx4uZd","752"
"753","Use #lyft when you need a ride, get free credits with promo code FREETRIALRIDES","753"
"754","Calling all Baltimore Orioles fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","754"
"755","Going to Memorial Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/HPJWPYUn5Q  #uber #Lyft","755"
"756","Going to Sun Life Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/AVSAqJwsT4  #uber #Lyft","756"
"757","In San Francisco, California ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","757"
"758","Love California Tortilla? Get there free w/ Lyft - $50 credit Use Lyft Promo Code COAX #food #restaurant #foodie #grub #Lyft #uber #date","758"
"759","Going to Memorial Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/CmDXUPrKIx  #uber #Lyft","759"
"760","Ride Estimates and Comparisons - Uber, #Lyft and Taxi https://t.co/YUiBFLIHex #uber #ridesharing","760"
"761","I have never been more terrified for my life than i currently am in the back of this Lyft. Seriously. Erratic lane‚Ä¶ https://t.co/Jr0EupfyiN","761"
"762","Visiting Lincoln ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free","762"
"763","On the way to North Hills inRaleigh? Go free w/ 10 Free Lyft rides Use Lyft Coupon Code COAX #shopping #store #mall #Lyft","763"
"764","Walking around San Diego and need a taxi? Get 10 free rides w/ Lyft Promo Code:  OATH #limo #cab #Lyft #uber","764"
"765","Going to Vanderbilt Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/kOh7JgC2gE  #uber #Lyft","765"
"766","Headin' to BryantinDenny Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","766"
"767","If you want to take a #FREE ride or food with #Uber Ì†ΩÌ∫ò or #LyftÌ†ºÌæà

I HAVE #PROMO #CODES FOR YOU

#UberEATSÌ†ºÌΩΩ: UE-SARAH‚Ä¶ https://t.co/GV3Wau1E1C","767"
"768","In Denver, Colorado ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","768"
"769","Going to Jones AT&amp;T Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/HPJWPYUn5Q  #uber #Lyft","769"
"770","Ride to the Bay Area Rapid Transit station? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE PIX #train #bus #uber #Lyft","770"
"771","RT @funnyfelipe: You know you got a good #Lyft driver if he is driving like he is fleeing the scene of a crime.","771"
"772","Going to Dillo Day in Evanston, Illinois? Visit free w/ Lyft app ($50 ride credit) Download Lyft &amp; use Lyft code: COAX #uber #Lyft #music","772"
"773","Going to Qualcomm Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/1P0CxA8JrM  #uber #Lyft","773"
"774","On the way to Alamance Crossing inBurlington? Download Lyft app &amp; go free Use Lyft Promo Code COAX #mall #store #shop #Lyft #shopping","774"
"775","Best Lyft driver in Tucson! Go Trey!!! Ì†ºÌæºÌ†ºÌæÑÌ†ºÌæÖÌ†ºÌøª #freecandycanes #holidayspirit #lyft #lyftride #lyfttucson #lyftdriver‚Ä¶ https://t.co/4UId5av9sD","775"
"776","Ride to the New York City Subway station? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE PIX #train #bus #uber #Lyft","776"
